filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_108.txt,50,0.01584253703,0.03673223323,0.02261923745,0.01971963601,0.74
rootedtree_109.txt,50,0.01131454648,0.02038503071,0.01410373068,0.0122672074,0.86
rootedtree_110.txt,50,0.05180610514,0.09667464944,0.06825614518,0.06456340648,0.64
rootedtree_111.txt,50,0.01265797673,0.03991339671,0.0203358935,0.0183053442,0.5
rootedtree_112.txt,50,0.008559660865,0.01198791032,0.01012108955,0.01026671125,0.38
rootedtree_113.txt,50,0.04449393214,0.08937567877,0.05873706252,0.07521229011,0.06
rootedtree_114.txt,50,0.01453735154,0.02736959405,0.01870223697,0.02108105246,0.12
rootedtree_115.txt,50,0.03728523348,0.1066239113,0.05671752271,0.07733528188,0.08
rootedtree_116.txt,50,0.01579553407,0.03156181779,0.02133383465,0.02101011824,0.52
rootedtree_117.txt,50,0.05764008357,0.1060441152,0.07227457605,0.1052535902,0.02
rootedtree_118.txt,50,0.06221799351,0.09665223102,0.08043612321,0.09411997753,0.08
rootedtree_119.txt,50,0.06590069016,0.1178763222,0.0894989495,0.4504519835,0
rootedtree_120.txt,50,0.009143633192,0.01594518961,0.01180438034,0.01064858768,0.82
rootedtree_121.txt,50,0.05761240696,0.1021487239,0.07602633382,0.1046845136,0
rootedtree_122.txt,50,0.04028058665,0.08250997615,0.05757231292,0.07329928971,0.04
rootedtree_123.txt,50,0.01640687329,0.02743519159,0.01963241531,0.02185722785,0.14
rootedtree_124.txt,50,0.01851727853,0.05213127241,0.03022140421,0.03340120574,0.24
rootedtree_125.txt,50,0.0758788619,0.1093627872,0.0934442642,0.1197721834,0
rootedtree_126.txt,50,0.06512028433,0.1132899536,0.08605503148,0.1123479177,0.02
rootedtree_127.txt,50,0.06626071953,0.1256803734,0.09222865289,0.1496757693,0
rootedtree_128.txt,50,0.06887558562,0.1073448085,0.0898330394,0.1216694627,0
rootedtree_129.txt,50,0.06885410408,0.1141364805,0.08740532972,0.3744319979,0
rootedtree_130.txt,50,0.06493087658,0.09868544493,0.08037593828,0.09953876381,0
